driver_nationality,age_at_first_race,driver_first_place_count,driver_second_place_count,driver_third_place_count,driver_top_5_place_count,constructorName,constructor_nationality,constructor_first_place_count,constructor_second_place_count,constructor_third_place_count,constructor_top_5_place_count,best_performing_circuit_name,min_lap_time_diff,avg_lap_time_diff,max_lap_time_diff,median_lap_position,min_pit_stop_time,avg_pit_time,max_pit_stop_time,most_common_pitstop_lap,most_common_starting_position,most_common_ending_position
American,thirty-five,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty-seven,zero,zero,zero,zero,Sutton,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Aston Martin,British,zero,zero,zero,two,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Brazilian,twenty-one,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Uruguayan,thirty-seven,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
British,twenty-five,zero,zero,zero,zero,Cooper-Climax,British,fourteen,zero,zero,fourteen,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,Cooper-Climax,British,fourteen,zero,zero,fourteen,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-eight,zero,zero,zero,zero,Team Lotus,British,zero,zero,zero,seven,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Porsche,German,zero,zero,zero,three,Sebring International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
Argentine-Italian,twenty-nine,zero,zero,zero,zero,Cooper-OSCA,British,zero,zero,zero,one,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-one,zero,zero,zero,zero,Cooper-Borgward,British,zero,zero,zero,three,Sebring International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-seven,zero,zero,zero,zero,Connaught,British,zero,zero,zero,one,Sebring International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-three,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Sebring International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Spanish,thirty,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,sixteen,Circuit de Pedralbes,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,thirty-five,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,sixteen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-eight,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,sixteen,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-two,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
British,forty,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Italian,forty-two,zero,zero,zero,zero,OSCA,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-eight,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Italian,twenty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,sixteen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
Monegasque,fifty-one,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,sixteen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,Vanwall,British,two,zero,zero,two,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-four,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 10
American,twenty-three,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-nine,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-three,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-eight,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty-two,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Belgian,thirty,zero,zero,zero,zero,Cooper,British,zero,zero,fifteen,fifteen,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-nine,zero,zero,zero,zero,Cooper,British,zero,zero,fifteen,fifteen,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-one,zero,zero,zero,zero,Cooper,British,zero,zero,fifteen,fifteen,Ain Diab,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
French,thirty-nine,zero,zero,zero,zero,Cooper,British,zero,zero,fifteen,fifteen,Ain Diab,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
French,thirty-seven,zero,zero,zero,zero,Cooper,British,zero,zero,fifteen,fifteen,Ain Diab,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
British,twenty-four,zero,zero,zero,zero,Cooper,British,zero,zero,fifteen,fifteen,Ain Diab,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Spanish,twenty-eight,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-three,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-one,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-six,zero,zero,zero,zero,BRM,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-nine,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-seven,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-seven,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-nine,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Rouen-Les-Essarts,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,thirty,zero,zero,zero,zero,BRM,British,zero,zero,zero,zero,Rouen-Les-Essarts,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
British,thirty-six,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Italian,twenty-five,zero,zero,zero,zero,Porsche,German,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,twenty-eight,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Brazilian,forty-four,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Uruguayan,thirty-one,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Brazilian,thirty,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-eight,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-three,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Stevens,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty-seven,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,thirty-five,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Italian,forty-seven,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
British,twenty-eight,zero,zero,zero,zero,Vanwall,British,zero,zero,zero,zero,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
British,twenty-eight,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
British,twenty-nine,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,thirty-seven,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,twenty-eight,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Swiss,thirty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Argentine,twenty-nine,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-four,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,thirty-four,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,thirty-three,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Argentine,twenty-nine,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
French,thirty-two,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-three,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,twenty-one,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-nine,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-four,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-one,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
American,twenty-one,zero,zero,zero,zero,Stevens,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Belgian,thirty-four,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-eight,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
French,twenty-five,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,thirty-six,zero,zero,zero,zero,Vanwall,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
French,thirty-eight,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Thai,thirty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,twenty-eight,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-seven,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Argentine,thirty-one,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-eight,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,forty,zero,zero,zero,zero,Bromme,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-three,zero,zero,zero,zero,Schroeder,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-five,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,thirty-five,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-eight,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
British,forty-five,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 10
British,thirty,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,thirty-nine,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-six,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-three,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-four,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,forty-four,zero,zero,zero,zero,Mercedes,German,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-nine,zero,zero,zero,zero,Klenk,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Gordini,French,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Italian,twenty-nine,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,forty,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
British,twenty-four,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Italian,forty-seven,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
